"#","Player","Pos","Team","GP","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"97","Travis Hunter","WR","JAC","7","9.3","5.2","3.1","7.2","9.4","5.5","24.1","BYE","-","-","-","-","-","-","-","-","-","-","9.1","63.8"
"98","Cedric Tillman","WR","CLE","13","16.2","10.2","5.6","1.6","-","-","-","-","BYE","3.1","8.2","1.5","0","3.3","0","1.8","5.2","3.3","4.6","60"
"99","Isaiah Williams","WR","NYJ","15","-","0","0","-2","-","0","0","8.6","BYE","7.4","1.6","0","0","10.4","11.3","6.5","7.5","7.4","3.9","58.7"
"100","Demarcus Robinson","WR","SF","14","-","-","-","3","6.9","6.4","0","4.5","0","6.4","2.3","1.8","0.6","BYE","5.6","10.3","5","5.4","4.2","58.2"
"101","Christian Kirk","WR","FA","13","-","-","5.5","5","10.4","-","-","-","6.6","1.3","1.6","16.4","0","1.6","0","6.7","2.1","0.7","4.5","57.9"
"102","Malik Nabers","WR","NYG","4","12.1","37.7","3.3","4","-","-","-","-","-","-","-","-","-","BYE","-","-","-","-","14.3","57.1"
"103","Rashod Bateman","WR","BAL","13","3","3.5","17.3","3.4","0","1.8","BYE","7.1","9.3","4","-","-","0","4.3","-","0","1.7","-","4.3","55.4"
"104","Isaiah Bond","WR","CLE","16","1.5","2.5","3.6","8.8","4.9","2.9","0","0","BYE","-","0.8","7.8","3.7","0","10.9","2","2.6","2.7","3.4","54.7"
"105","Tyreek Hill","WR","FA","4","8","16.9","15.9","12.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13.4","53.5"
"106","Joshua Palmer","WR","BUF","12","11.1","6.7","1.5","4.5","5.6","8","BYE","-","-","-","3.7","4.1","-","-","2.6","1.2","2.2","1.1","4.4","52.3"
"107","Brandin Cooks","WR","FA","15","5.6","4.6","5.4","5.2","1.5","3.1","1.3","5.2","3.6","0","-","-","2.3","0","0","0","14.1","-","3.5","51.9"
"108","Tim Patrick","WR","FA","16","0","0","2.6","0.9","0","9.6","3.2","-","-","0","11","0","2.1","18.8","0","2.1","0","1.4","3.2","51.7"
"109","Luke McCaffrey","WR","WAS","9","0","4.9","14.6","10.1","6","10.3","0","5.4","0","-","-","BYE","-","-","-","-","-","-","5.7","51.3"
"110","Jahan Dotson","WR","ATL","17","8.9","1.4","1.7","0","3.4","2.7","0","11","-","0","6.3","0","2.2","1.3","0","4.3","0","7","3","50.2"
"111","Dyami Brown","WR","FA","15","8.8","17.6","2.7","-","3.5","4","7","-","5.9","0","0","0","-","0","-1.6","0","0","1.8","3.3","49.7"
"112","Kyle Williams","WR","NE","17","2.2","0","1.8","-0.2","0","0","0","0","0","14.2","0","2.8","10.3","BYE","0","12.6","5","0.5","2.9","49.2"
"112","Jaylin Lane","WR","WAS","15","2.1","1.2","6.8","3.8","2.6","5.4","9","1","3.9","5.1","2.3","BYE","0","0","6","0","-","-","3.3","49.2"
"114","David Sills V","WR","FA","17","0","0","1.9","0","-","0","0","3.4","0","0","2.1","9.6","9.5","0","13.8","0","6.7","2.1","2.9","49.1"
"115","Jayden Reed","WR","GB","7","13.5","0","-","-","BYE","-","-","-","-","-","-","-","-","9.3","10.5","7.1","8.1","0","6.9","48.5"
"116","Xavier Smith","WR","LAR","16","4.6","0","0","0","0","0","3.5","BYE","3.2","2.4","1.8","-","11.2","1.6","0","7.7","10.7","1.6","3","48.3"
"117","Calvin Ridley","WR","TEN","7","6.7","8.7","3.7","5","18.1","2.8","-","-","-","BYE","2.3","-","-","-","-","-","-","-","6.8","47.3"
"118","Jalen Tolbert","WR","MIA","13","1","3.6","7.4","10.1","0","1.8","2.6","12.7","0","-","0","BYE","0","-","-","-","7.1","0","3.6","46.3"
"119","Tyrell Shavers","WR","BUF","17","0","0","4.4","0","0","5.7","BYE","0","1.7","3.4","19","0","0","2.6","0","3.1","5.6","0","2.7","45.5"
"120","Jack Bech","WR","LV","16","3.3","0","2","0","5.7","0","3.3","BYE","0","0","2.9","0","4.2","11","3.7","6.3","-","0","2.7","42.4"
"121","Adam Thielen","WR","FA","16","2","4.6","0","3.1","0","-","2","0","0","3.6","1.6","0","-","1.4","1.7","8.9","3.4","7.3","2.5","39.6"
"122","Roman Wilson","WR","PIT","14","0","1.7","0","0","BYE","2.2","3.7","17.4","-0.6","11.5","2.7","0","0","0","-","-","0","-","2.8","38.6"
"122","Chris Moore","WR","FA","14","4.4","-","4.5","0.9","0","13.6","7.9","0","0","0","4.8","-","0","-","-","0","2.5","0","2.8","38.6"
"124","Tyler Johnson","WR","FA","12","5.1","0","5.2","-","0","0","9","15.4","-","0","0","-","0","-","-","1.7","1.3","-","3.1","37.7"
"125","Devontez Walker","WR","BAL","11","-","16.6","4.4","0","0","-","BYE","-","-","-","0","4","0","-","0","0","0","12.6","3.4","37.6"
